ARREST_DATE,YEAR,MONTH,F,M,V,TOTAL,FELONY_RATIO,OPACITY
2006-04-01,2006,4,296,658,54,1008,0.29365079365079400,0.29365079365079400
2006-04-02,2006,4,167,443,39,649,0.2573189522342070,0.2573189522342070
2006-04-03,2006,4,226,555,40,821,0.27527405602923300,0.27527405602923300
2006-04-04,2006,4,355,840,51,1246,0.28491171749598700,0.28491171749598700
2006-04-05,2006,4,415,949,52,1416,0.2930790960451980,0.2930790960451980
2006-04-06,2006,4,384,869,60,1313,0.2924600152322930,0.2924600152322930
2006-04-07,2006,4,375,769,79,1223,0.30662305805396600,0.30662305805396600
2006-04-08,2006,4,266,577,51,894,0.2975391498881430,0.2975391498881430
2006-04-09,2006,4,179,495,63,737,0.24287652645861600,0.24287652645861600
2006-04-10,2006,4,187,585,32,804,0.2325870646766170,0.2325870646766170
2006-04-11,2006,4,341,771,69,1181,0.2887383573243010,0.2887383573243010
2006-04-12,2006,4,367,919,67,1353,0.2712490761271250,0.2712490761271250
2006-04-13,2006,4,416,927,54,1397,0.297780959198282,0.297780959198282
2006-04-14,2006,4,308,773,54,1135,0.2713656387665200,0.2713656387665200
2006-04-15,2006,4,205,588,61,854,0.24004683840749400,0.24004683840749400
2006-04-16,2006,4,93,263,26,382,0.24345549738219900,0.24345549738219900
2006-04-17,2006,4,227,517,27,771,0.29442282749675700,0.29442282749675700
2006-04-18,2006,4,296,803,42,1141,0.25942156003505700,0.25942156003505700
2006-04-19,2006,4,377,854,62,1293,0.29156999226604800,0.29156999226604800
2006-04-20,2006,4,346,867,56,1269,0.272655634357762,0.272655634357762
2006-04-21,2006,4,323,683,43,1049,0.30791229742612000,0.30791229742612000
2006-04-22,2006,4,227,485,14,726,0.31267217630854000,0.31267217630854000
2006-04-23,2006,4,145,415,30,590,0.2457627118644070,0.2457627118644070
2006-04-24,2006,4,224,562,46,832,0.2692307692307690,0.2692307692307690
2006-04-25,2006,4,350,842,67,1259,0.2779984114376490,0.2779984114376490
2006-04-26,2006,4,414,860,62,1336,0.30988023952095800,0.30988023952095800
2006-04-27,2006,4,337,833,128,1298,0.2596302003081660,0.2596302003081660
2006-04-28,2006,4,378,688,54,1120,0.3375,0.3375
2006-04-29,2006,4,224,504,35,763,0.29357798165137600,0.29357798165137600
2006-04-30,2006,4,112,392,39,543,0.20626151012891300,0.20626151012891300
2006-05-01,2006,5,216,639,47,902,0.2394678492239470,0.2394678492239470
2006-05-02,2006,5,364,858,65,1287,0.2828282828282830,0.2828282828282830
2006-05-03,2006,5,401,932,60,1393,0.28786791098348900,0.28786791098348900
2006-05-04,2006,5,400,829,65,1294,0.3091190108191650,0.3091190108191650
2006-05-05,2006,5,276,784,63,1123,0.24577025823686600,0.24577025823686600
2006-05-06,2006,5,227,587,55,869,0.2612197928653630,0.2612197928653630
2006-05-07,2006,5,165,444,49,658,0.2507598784194530,0.2507598784194530
2006-05-08,2006,5,276,602,45,923,0.2990249187432290,0.2990249187432290
2006-05-09,2006,5,365,833,56,1254,0.29106858054226500,0.29106858054226500
2006-05-10,2006,5,416,879,86,1381,0.30123099203475700,0.30123099203475700
2006-05-11,2006,5,386,850,60,1296,0.2978395061728400,0.2978395061728400
2006-05-12,2006,5,331,721,79,1131,0.2926613616268790,0.2926613616268790
2006-05-13,2006,5,255,626,48,929,0.2744886975242200,0.2744886975242200
2006-05-14,2006,5,144,417,35,596,0.24161073825503400,0.24161073825503400
2006-05-15,2006,5,237,564,44,845,0.2804733727810650,0.2804733727810650
2006-05-16,2006,5,325,775,67,1167,0.27849185946872300,0.27849185946872300
2006-05-17,2006,5,349,917,96,1362,0.25624082232011700,0.25624082232011700
2006-05-18,2006,5,352,788,63,1203,0.29260182876143000,0.29260182876143000
2006-05-19,2006,5,293,605,53,951,0.30809674027339600,0.30809674027339600
2006-05-20,2006,5,250,610,49,909,0.27502750275027500,0.27502750275027500
2006-05-21,2006,5,131,419,48,598,0.21906354515050200,0.21906354515050200
2006-05-22,2006,5,193,600,47,840,0.22976190476190500,0.22976190476190500
2006-05-23,2006,5,358,859,53,1270,0.28188976377952800,0.28188976377952800
2006-05-24,2006,5,382,902,73,1357,0.2815033161385410,0.2815033161385410
2006-05-25,2006,5,390,851,87,1328,0.2936746987951810,0.2936746987951810
2006-05-26,2006,5,304,699,56,1059,0.2870632672332390,0.2870632672332390
2006-05-27,2006,5,220,547,52,819,0.2686202686202690,0.2686202686202690
2006-05-28,2006,5,127,401,51,579,0.21934369602763400,0.21934369602763400
2006-05-29,2006,5,113,327,43,483,0.23395445134575600,0.23395445134575600
2006-05-30,2006,5,290,736,41,1067,0.2717900656044990,0.2717900656044990
2006-05-31,2006,5,369,767,74,1210,0.3049586776859500,0.3049586776859500
2006-06-01,2006,6,332,791,68,1191,0.2787573467674220,0.2787573467674220
2006-06-02,2006,6,312,643,61,1016,0.30708661417322800,0.30708661417322800
2006-06-03,2006,6,235,532,48,815,0.2883435582822090,0.2883435582822090
2006-06-04,2006,6,166,417,43,626,0.26517571884984000,0.26517571884984000
2006-06-05,2006,6,247,606,38,891,0.2772166105499440,0.2772166105499440
2006-06-06,2006,6,358,794,67,1219,0.2936833470057420,0.2936833470057420
2006-06-07,2006,6,328,717,66,1111,0.2952295229522950,0.2952295229522950
2006-06-08,2006,6,380,809,69,1258,0.302066772655008,0.302066772655008
2006-06-09,2006,6,309,860,76,1245,0.24819277108433700,0.24819277108433700
2006-06-10,2006,6,204,574,48,826,0.2469733656174330,0.2469733656174330
2006-06-11,2006,6,163,542,36,741,0.21997300944669400,0.21997300944669400
2006-06-12,2006,6,242,624,42,908,0.2665198237885460,0.2665198237885460
2006-06-13,2006,6,355,816,64,1235,0.2874493927125510,0.2874493927125510
2006-06-14,2006,6,432,793,63,1288,0.33540372670807500,0.33540372670807500
2006-06-15,2006,6,428,791,45,1264,0.33860759493670900,0.33860759493670900
2006-06-16,2006,6,329,772,71,1172,0.28071672354948800,0.28071672354948800
2006-06-17,2006,6,226,645,46,917,0.24645583424209400,0.24645583424209400
2006-06-18,2006,6,116,284,30,430,0.26976744186046500,0.26976744186046500
2006-06-19,2006,6,197,578,46,821,0.23995127892813600,0.23995127892813600
2006-06-20,2006,6,356,819,49,1224,0.2908496732026140,0.2908496732026140
2006-06-21,2006,6,423,861,74,1358,0.3114874815905740,0.3114874815905740
2006-06-22,2006,6,392,780,80,1252,0.31309904153354600,0.31309904153354600
2006-06-23,2006,6,338,682,73,1093,0.3092406221408970,0.3092406221408970
2006-06-24,2006,6,223,492,43,758,0.2941952506596310,0.2941952506596310
2006-06-25,2006,6,155,398,34,587,0.26405451448040900,0.26405451448040900
2006-06-26,2006,6,235,557,63,855,0.27485380116959100,0.27485380116959100
2006-06-27,2006,6,298,687,66,1051,0.28353948620361600,0.28353948620361600
2006-06-28,2006,6,331,757,64,1152,0.2873263888888890,0.2873263888888890
2006-06-29,2006,6,271,732,66,1069,0.25350795135640800,0.25350795135640800
2006-06-30,2006,6,261,565,67,893,0.29227323628219500,0.29227323628219500
2006-07-01,2006,7,259,528,57,844,0.3068720379146920,0.3068720379146920
2006-07-02,2006,7,177,434,56,667,0.2653673163418290,0.2653673163418290
2006-07-03,2006,7,187,529,46,762,0.24540682414698200,0.24540682414698200
2006-07-04,2006,7,168,522,47,737,0.22795115332428800,0.22795115332428800
2006-07-05,2006,7,339,780,57,1176,0.288265306122449,0.288265306122449
2006-07-06,2006,7,348,887,76,1311,0.2654462242562930,0.2654462242562930
2006-07-07,2006,7,316,750,76,1142,0.276707530647986,0.276707530647986
2006-07-08,2006,7,289,621,65,975,0.2964102564102560,0.2964102564102560
2006-07-09,2006,7,153,431,53,637,0.2401883830455260,0.2401883830455260
2006-07-10,2006,7,232,557,41,830,0.27951807228915700,0.27951807228915700
2006-07-11,2006,7,352,775,85,1212,0.29042904290429000,0.29042904290429000
2006-07-12,2006,7,379,776,63,1218,0.3111658456486040,0.3111658456486040
2006-07-13,2006,7,361,874,72,1307,0.27620504973221100,0.27620504973221100
2006-07-14,2006,7,335,747,86,1168,0.2868150684931510,0.2868150684931510
2006-07-15,2006,7,249,548,58,855,0.2912280701754390,0.2912280701754390
2006-07-16,2006,7,173,474,56,703,0.2460881934566150,0.2460881934566150
2006-07-17,2006,7,213,541,44,798,0.2669172932330830,0.2669172932330830
2006-07-18,2006,7,336,714,48,1098,0.30601092896174900,0.30601092896174900
2006-07-19,2006,7,434,856,49,1339,0.3241224794622850,0.3241224794622850
2006-07-20,2006,7,384,832,71,1287,0.29836829836829800,0.29836829836829800
2006-07-21,2006,7,282,665,70,1017,0.27728613569321500,0.27728613569321500
2006-07-22,2006,7,271,482,59,812,0.33374384236453200,0.33374384236453200
2006-07-23,2006,7,154,399,52,605,0.2545454545454550,0.2545454545454550
2006-07-24,2006,7,206,571,52,829,0.24849215922798600,0.24849215922798600
2006-07-25,2006,7,360,811,55,1226,0.2936378466557910,0.2936378466557910
2006-07-26,2006,7,351,836,70,1257,0.27923627684964200,0.27923627684964200
2006-07-27,2006,7,340,738,70,1148,0.2961672473867600,0.2961672473867600
2006-07-28,2006,7,309,744,82,1135,0.27224669603524200,0.27224669603524200
2006-07-29,2006,7,245,547,43,835,0.2934131736526950,0.2934131736526950
2006-07-30,2006,7,169,395,51,615,0.27479674796748000,0.27479674796748000
2006-07-31,2006,7,220,444,39,703,0.3129445234708390,0.3129445234708390
2006-08-01,2006,8,308,669,52,1029,0.29931972789115600,0.29931972789115600
2006-08-02,2006,8,323,727,55,1105,0.2923076923076920,0.2923076923076920
2006-08-03,2006,8,355,818,74,1247,0.2846832397754610,0.2846832397754610
2006-08-04,2006,8,331,781,74,1186,0.2790893760539630,0.2790893760539630
2006-08-05,2006,8,267,604,69,940,0.28404255319148900,0.28404255319148900
2006-08-06,2006,8,172,428,33,633,0.2717219589257500,0.2717219589257500
2006-08-07,2006,8,207,563,56,826,0.2506053268765130,0.2506053268765130
2006-08-08,2006,8,396,812,59,1267,0.31254932912391500,0.31254932912391500
2006-08-09,2006,8,425,880,73,1378,0.3084179970972420,0.3084179970972420
2006-08-10,2006,8,322,822,58,1202,0.26788685524126500,0.26788685524126500
2006-08-11,2006,8,297,810,80,1187,0.2502106149957880,0.2502106149957880
2006-08-12,2006,8,285,616,71,972,0.2932098765432100,0.2932098765432100
2006-08-13,2006,8,156,487,50,693,0.22510822510822500,0.22510822510822500
2006-08-14,2006,8,212,558,51,821,0.2582216808769790,0.2582216808769790
2006-08-15,2006,8,345,770,78,1193,0.28918692372171000,0.28918692372171000
2006-08-16,2006,8,357,958,82,1397,0.25554760200429500,0.25554760200429500
2006-08-17,2006,8,335,826,83,1244,0.2692926045016080,0.2692926045016080
2006-08-18,2006,8,289,781,73,1143,0.25284339457567800,0.25284339457567800
2006-08-19,2006,8,267,566,55,888,0.30067567567567600,0.30067567567567600
2006-08-20,2006,8,173,486,42,701,0.24679029957204000,0.24679029957204000
2006-08-21,2006,8,221,534,61,816,0.2708333333333330,0.2708333333333330
2006-08-22,2006,8,328,704,79,1111,0.2952295229522950,0.2952295229522950
2006-08-23,2006,8,374,838,72,1284,0.29127725856697800,0.29127725856697800
2006-08-24,2006,8,340,806,74,1220,0.2786885245901640,0.2786885245901640
2006-08-25,2006,8,320,678,53,1051,0.3044719314938150,0.3044719314938150
2006-08-26,2006,8,235,573,46,854,0.275175644028103,0.275175644028103
2006-08-27,2006,8,147,409,48,604,0.2433774834437090,0.2433774834437090
2006-08-28,2006,8,170,511,48,729,0.23319615912208500,0.23319615912208500
2006-08-29,2006,8,254,626,37,917,0.27699018538713200,0.27699018538713200
2006-08-30,2006,8,373,809,71,1253,0.29768555466879500,0.29768555466879500
2006-08-31,2006,8,284,735,54,1073,0.2646784715750230,0.2646784715750230
2006-09-01,2006,9,331,705,66,1102,0.3003629764065340,0.3003629764065340
2006-09-02,2006,9,191,514,44,749,0.25500667556742300,0.25500667556742300
2006-09-03,2006,9,151,448,53,652,0.23159509202454000,0.23159509202454000
2006-09-04,2006,9,186,427,45,658,0.2826747720364740,0.2826747720364740
2006-09-05,2006,9,262,680,48,990,0.26464646464646500,0.26464646464646500
2006-09-06,2006,9,377,885,70,1332,0.283033033033033,0.283033033033033
2006-09-07,2006,9,354,827,83,1264,0.2800632911392410,0.2800632911392410
2006-09-08,2006,9,323,797,101,1221,0.26453726453726500,0.26453726453726500
2006-09-09,2006,9,274,643,56,973,0.2816032887975330,0.2816032887975330
2006-09-10,2006,9,168,402,50,620,0.2709677419354840,0.2709677419354840
2006-09-11,2006,9,183,476,43,702,0.2606837606837610,0.2606837606837610
2006-09-12,2006,9,226,549,49,824,0.27427184466019400,0.27427184466019400
2006-09-13,2006,9,350,964,79,1393,0.25125628140703500,0.25125628140703500
2006-09-14,2006,9,335,771,71,1177,0.28462192013593900,0.28462192013593900
2006-09-15,2006,9,286,736,62,1084,0.26383763837638400,0.26383763837638400
2006-09-16,2006,9,282,608,73,963,0.29283489096573200,0.29283489096573200
2006-09-17,2006,9,199,391,50,640,0.3109375,0.3109375
2006-09-18,2006,9,223,576,41,840,0.2654761904761910,0.2654761904761910
2006-09-19,2006,9,292,699,62,1053,0.27730294396961100,0.27730294396961100
2006-09-20,2006,9,333,773,55,1161,0.2868217054263570,0.2868217054263570
2006-09-21,2006,9,352,776,61,1189,0.2960470984020190,0.2960470984020190
2006-09-22,2006,9,269,653,74,996,0.2700803212851410,0.2700803212851410
2006-09-23,2006,9,281,618,66,965,0.2911917098445600,0.2911917098445600
2006-09-24,2006,9,186,473,60,719,0.25869262865090400,0.25869262865090400
2006-09-25,2006,9,245,581,54,880,0.2784090909090910,0.2784090909090910
2006-09-26,2006,9,345,864,58,1267,0.27229676400947100,0.27229676400947100
2006-09-27,2006,9,419,897,67,1383,0.3029645697758500,0.3029645697758500
2006-09-28,2006,9,324,889,100,1313,0.24676313785224700,0.24676313785224700
2006-09-29,2006,9,299,787,59,1145,0.2611353711790390,0.2611353711790390
2006-09-30,2006,9,296,607,47,950,0.31157894736842100,0.31157894736842100
2006-10-01,2006,10,212,466,40,718,0.29526462395543200,0.29526462395543200
2006-10-02,2006,10,237,633,55,925,0.2562162162162160,0.2562162162162160
2006-10-03,2006,10,372,829,56,1257,0.29594272076372300,0.29594272076372300
2006-10-04,2006,10,400,898,79,1377,0.29048656499636900,0.29048656499636900
2006-10-05,2006,10,370,762,75,1207,0.30654515327257700,0.30654515327257700
2006-10-06,2006,10,380,845,74,1299,0.2925327174749810,0.2925327174749810
2006-10-07,2006,10,298,701,57,1056,0.2821969696969700,0.2821969696969700
2006-10-08,2006,10,162,472,37,671,0.2414307004470940,0.2414307004470940
2006-10-09,2006,10,241,580,50,871,0.2766934557979330,0.2766934557979330
2006-10-10,2006,10,374,827,70,1271,0.2942564909520060,0.2942564909520060
2006-10-11,2006,10,324,716,39,1079,0.3002780352177940,0.3002780352177940
2006-10-12,2006,10,423,920,69,1412,0.29957507082153000,0.29957507082153000
2006-10-13,2006,10,403,794,52,1249,0.32265812650120100,0.32265812650120100
2006-10-14,2006,10,317,597,33,947,0.3347412882787750,0.3347412882787750
2006-10-15,2006,10,189,515,37,741,0.2550607287449390,0.2550607287449390
2006-10-16,2006,10,248,588,48,884,0.28054298642533900,0.28054298642533900
2006-10-17,2006,10,308,711,49,1068,0.2883895131086140,0.2883895131086140
2006-10-18,2006,10,415,876,55,1346,0.3083209509658250,0.3083209509658250
2006-10-19,2006,10,361,769,101,1231,0.2932575142160850,0.2932575142160850
2006-10-20,2006,10,386,746,67,1199,0.3219349457881570,0.3219349457881570
2006-10-21,2006,10,277,671,50,998,0.2775551102204410,0.2775551102204410
2006-10-22,2006,10,176,493,51,720,0.24444444444444400,0.24444444444444400
2006-10-23,2006,10,210,567,42,819,0.2564102564102560,0.2564102564102560
2006-10-24,2006,10,302,855,56,1213,0.24896949711459200,0.24896949711459200
2006-10-25,2006,10,420,924,76,1420,0.29577464788732400,0.29577464788732400
2006-10-26,2006,10,408,803,68,1279,0.3189992181391710,0.3189992181391710
2006-10-27,2006,10,351,757,54,1162,0.30206540447504300,0.30206540447504300
2006-10-28,2006,10,244,509,46,799,0.3053817271589490,0.3053817271589490
2006-10-29,2006,10,172,433,42,647,0.26584234930448200,0.26584234930448200
2006-10-30,2006,10,216,542,48,806,0.2679900744416870,0.2679900744416870
2006-10-31,2006,10,265,533,53,851,0.31139835487661600,0.31139835487661600
2006-11-01,2006,11,404,911,58,1373,0.2942461762563730,0.2942461762563730
2006-11-02,2006,11,368,790,60,1218,0.3021346469622330,0.3021346469622330
2006-11-03,2006,11,400,772,60,1232,0.3246753246753250,0.3246753246753250
2006-11-04,2006,11,241,651,41,933,0.2583065380493030,0.2583065380493030
2006-11-05,2006,11,170,446,46,662,0.256797583081571,0.256797583081571
2006-11-06,2006,11,203,571,49,823,0.24665856622114200,0.24665856622114200
2006-11-07,2006,11,278,598,41,917,0.3031624863685930,0.3031624863685930
2006-11-08,2006,11,282,655,49,986,0.28600405679513200,0.28600405679513200
2006-11-09,2006,11,476,990,85,1551,0.30689877498388100,0.30689877498388100
2006-11-10,2006,11,385,915,67,1367,0.2816386247256770,0.2816386247256770
2006-11-11,2006,11,284,655,55,994,0.2857142857142860,0.2857142857142860
2006-11-12,2006,11,167,460,37,664,0.25150602409638600,0.25150602409638600
2006-11-13,2006,11,218,539,27,784,0.2780612244897960,0.2780612244897960
2006-11-14,2006,11,338,784,60,1182,0.2859560067681900,0.2859560067681900
2006-11-15,2006,11,392,854,89,1335,0.29363295880149800,0.29363295880149800
2006-11-16,2006,11,394,712,50,1156,0.3408304498269900,0.3408304498269900
2006-11-17,2006,11,363,792,57,1212,0.2995049504950500,0.2995049504950500
2006-11-18,2006,11,271,605,47,923,0.29360780065005400,0.29360780065005400
2006-11-19,2006,11,194,496,56,746,0.26005361930294900,0.26005361930294900
2006-11-20,2006,11,242,605,41,888,0.2725225225225230,0.2725225225225230
2006-11-21,2006,11,362,796,48,1206,0.30016583747927000,0.30016583747927000
2006-11-22,2006,11,268,559,33,860,0.3116279069767440,0.3116279069767440
2006-11-23,2006,11,67,172,9,248,0.2701612903225810,0.2701612903225810
2006-11-24,2006,11,255,643,29,927,0.2750809061488670,0.2750809061488670
2006-11-25,2006,11,258,642,38,938,0.27505330490405100,0.27505330490405100
2006-11-26,2006,11,165,445,29,639,0.25821596244131500,0.25821596244131500
2006-11-27,2006,11,234,550,37,821,0.2850182704019490,0.2850182704019490
2006-11-28,2006,11,348,773,43,1164,0.29896907216494800,0.29896907216494800
2006-11-29,2006,11,329,747,53,1129,0.2914083259521700,0.2914083259521700
2006-11-30,2006,11,332,749,60,1141,0.2909728308501320,0.2909728308501320
2006-12-01,2006,12,324,697,45,1066,0.30393996247654800,0.30393996247654800
2006-12-02,2006,12,272,628,45,945,0.2878306878306880,0.2878306878306880
2006-12-03,2006,12,154,457,41,652,0.2361963190184050,0.2361963190184050
2006-12-04,2006,12,238,598,25,861,0.2764227642276420,0.2764227642276420
2006-12-05,2006,12,367,759,38,1164,0.31529209621993100,0.31529209621993100
2006-12-06,2006,12,355,842,58,1255,0.28286852589641400,0.28286852589641400
2006-12-07,2006,12,305,811,48,1164,0.2620274914089350,0.2620274914089350
2006-12-08,2006,12,345,811,40,1196,0.28846153846153800,0.28846153846153800
2006-12-09,2006,12,242,646,32,920,0.26304347826087000,0.26304347826087000
2006-12-10,2006,12,146,466,36,648,0.22530864197530900,0.22530864197530900
2006-12-11,2006,12,225,579,51,855,0.2631578947368420,0.2631578947368420
2006-12-12,2006,12,378,844,34,1256,0.30095541401273900,0.30095541401273900
2006-12-13,2006,12,318,744,44,1106,0.2875226039783000,0.2875226039783000
2006-12-14,2006,12,301,714,54,1069,0.2815715622076710,0.2815715622076710
2006-12-15,2006,12,347,698,47,1092,0.31776556776556800,0.31776556776556800
2006-12-16,2006,12,217,506,36,759,0.2859025032938080,0.2859025032938080
2006-12-17,2006,12,169,467,37,673,0.2511144130757800,0.2511144130757800
2006-12-18,2006,12,184,529,33,746,0.24664879356568400,0.24664879356568400
2006-12-19,2006,12,323,782,38,1143,0.28258967629046400,0.28258967629046400
2006-12-20,2006,12,288,795,51,1134,0.25396825396825400,0.25396825396825400
2006-12-21,2006,12,284,707,38,1029,0.2759961127308070,0.2759961127308070
2006-12-22,2006,12,217,588,39,844,0.2571090047393370,0.2571090047393370
2006-12-23,2006,12,150,480,36,666,0.22522522522522500,0.22522522522522500
2006-12-24,2006,12,94,190,9,293,0.32081911262798600,0.32081911262798600
2006-12-25,2006,12,59,75,4,138,0.427536231884058,0.427536231884058
2006-12-26,2006,12,181,544,26,751,0.24101198402130500,0.24101198402130500
2006-12-27,2006,12,321,749,38,1108,0.2897111913357400,0.2897111913357400
2006-12-28,2006,12,363,690,40,1093,0.3321134492223240,0.3321134492223240
2006-12-29,2006,12,296,690,35,1021,0.2899118511263470,0.2899118511263470
2006-12-30,2006,12,142,496,28,666,0.2132132132132130,0.2132132132132130
2006-12-31,2006,12,119,262,16,397,0.29974811083123400,0.29974811083123400
2007-01-01,2007,1,188,371,25,584,0.3219178082191780,0.3219178082191780
2007-01-02,2007,1,337,808,33,1178,0.2860780984719860,0.2860780984719860
2007-01-03,2007,1,484,1022,53,1559,0.3104554201411160,0.3104554201411160
2007-01-04,2007,1,424,1080,50,1554,0.2728442728442730,0.2728442728442730
2007-01-05,2007,1,443,970,95,1508,0.2937665782493370,0.2937665782493370
2007-01-06,2007,1,309,804,63,1176,0.2627551020408160,0.2627551020408160
2007-01-07,2007,1,195,500,40,735,0.2653061224489800,0.2653061224489800
2007-01-08,2007,1,264,630,38,932,0.2832618025751070,0.2832618025751070
2007-01-09,2007,1,400,970,48,1418,0.2820874471086040,0.2820874471086040
2007-01-10,2007,1,418,970,70,1458,0.28669410150891600,0.28669410150891600
2007-01-11,2007,1,408,1006,54,1468,0.2779291553133520,0.2779291553133520
2007-01-12,2007,1,444,1021,74,1539,0.2884990253411310,0.2884990253411310
2007-01-13,2007,1,322,874,76,1272,0.2531446540880500,0.2531446540880500
2007-01-14,2007,1,172,566,69,807,0.21313506815365600,0.21313506815365600
2007-01-15,2007,1,227,704,53,984,0.2306910569105690,0.2306910569105690
2007-01-16,2007,1,438,925,73,1436,0.3050139275766020,0.3050139275766020
2007-01-17,2007,1,408,950,36,1394,0.2926829268292680,0.2926829268292680
2007-01-18,2007,1,493,1002,85,1580,0.3120253164556960,0.3120253164556960
2007-01-19,2007,1,385,959,71,1415,0.27208480565371000,0.27208480565371000
2007-01-20,2007,1,273,796,78,1147,0.23801220575414100,0.23801220575414100
2007-01-21,2007,1,163,526,58,747,0.2182061579651940,0.2182061579651940
2007-01-22,2007,1,205,662,71,938,0.21855010660980800,0.21855010660980800
2007-01-23,2007,1,366,962,59,1387,0.2638788752703680,0.2638788752703680
2007-01-24,2007,1,424,1000,79,1503,0.2821024617431800,0.2821024617431800
2007-01-25,2007,1,408,960,56,1424,0.28651685393258400,0.28651685393258400
2007-01-26,2007,1,348,747,63,1158,0.3005181347150260,0.3005181347150260
2007-01-27,2007,1,256,789,59,1104,0.2318840579710150,0.2318840579710150
2007-01-28,2007,1,190,560,51,801,0.23720349563046200,0.23720349563046200
2007-01-29,2007,1,186,549,36,771,0.24124513618677000,0.24124513618677000
2007-01-30,2007,1,324,763,51,1138,0.28471001757469200,0.28471001757469200
2007-01-31,2007,1,387,824,59,1270,0.3047244094488190,0.3047244094488190
2007-02-01,2007,2,453,888,61,1402,0.3231098430813120,0.3231098430813120
2007-02-02,2007,2,379,893,57,1329,0.28517682468021100,0.28517682468021100
2007-02-03,2007,2,242,612,55,909,0.2662266226622660,0.2662266226622660
2007-02-04,2007,2,136,410,31,577,0.23570190641247800,0.23570190641247800
2007-02-05,2007,2,188,516,30,734,0.2561307901907360,0.2561307901907360
2007-02-06,2007,2,317,842,49,1208,0.26241721854304600,0.26241721854304600
2007-02-07,2007,2,388,1052,55,1495,0.25953177257525100,0.25953177257525100
2007-02-08,2007,2,399,1082,73,1554,0.25675675675675700,0.25675675675675700
2007-02-09,2007,2,343,971,75,1389,0.24694024478041800,0.24694024478041800
2007-02-10,2007,2,287,848,52,1187,0.2417860151642800,0.2417860151642800
2007-02-11,2007,2,179,627,52,858,0.20862470862470900,0.20862470862470900
2007-02-12,2007,2,235,717,70,1022,0.2299412915851270,0.2299412915851270
2007-02-13,2007,2,360,951,43,1354,0.2658788774002950,0.2658788774002950
2007-02-14,2007,2,158,423,38,619,0.2552504038772210,0.2552504038772210
2007-02-15,2007,2,323,820,62,1205,0.2680497925311200,0.2680497925311200
2007-02-16,2007,2,297,817,58,1172,0.25341296928327600,0.25341296928327600
2007-02-17,2007,2,278,791,49,1118,0.24865831842576000,0.24865831842576000
2007-02-18,2007,2,166,536,37,739,0.22462787550744200,0.22462787550744200
2007-02-19,2007,2,195,650,36,881,0.2213393870601590,0.2213393870601590
2007-02-20,2007,2,373,880,71,1324,0.28172205438066500,0.28172205438066500
2007-02-21,2007,2,428,1093,91,1612,0.2655086848635240,0.2655086848635240
2007-02-22,2007,2,362,909,73,1344,0.2693452380952380,0.2693452380952380
2007-02-23,2007,2,298,859,59,1216,0.2450657894736840,0.2450657894736840
2007-02-24,2007,2,301,758,57,1116,0.26971326164874600,0.26971326164874600
2007-02-25,2007,2,154,560,54,768,0.20052083333333300,0.20052083333333300
2007-02-26,2007,2,224,565,39,828,0.27053140096618400,0.27053140096618400
2007-02-27,2007,2,392,1045,73,1510,0.2596026490066230,0.2596026490066230
2007-02-28,2007,2,443,963,71,1477,0.2999322951929590,0.2999322951929590
2007-03-01,2007,3,405,942,65,1412,0.2868271954674220,0.2868271954674220
2007-03-02,2007,3,363,856,75,1294,0.28052550231839300,0.28052550231839300
2007-03-03,2007,3,302,840,64,1206,0.2504145936981760,0.2504145936981760
2007-03-04,2007,3,181,589,44,814,0.22235872235872200,0.22235872235872200
2007-03-05,2007,3,212,675,40,927,0.22869471413160700,0.22869471413160700
2007-03-06,2007,3,308,791,52,1151,0.2675933970460470,0.2675933970460470
2007-03-07,2007,3,355,913,47,1315,0.26996197718631200,0.26996197718631200
2007-03-08,2007,3,354,943,56,1353,0.2616407982261640,0.2616407982261640
2007-03-09,2007,3,383,966,59,1408,0.27201704545454500,0.27201704545454500
2007-03-10,2007,3,297,792,82,1171,0.25362937660119600,0.25362937660119600
2007-03-11,2007,3,169,525,39,733,0.2305593451568900,0.2305593451568900
2007-03-12,2007,3,239,722,61,1022,0.23385518590998000,0.23385518590998000
2007-03-13,2007,3,284,937,67,1288,0.2204968944099380,0.2204968944099380
2007-03-14,2007,3,424,1032,79,1535,0.2762214983713360,0.2762214983713360
2007-03-15,2007,3,299,864,56,1219,0.24528301886792500,0.24528301886792500
2007-03-16,2007,3,211,457,32,700,0.30142857142857100,0.30142857142857100
2007-03-17,2007,3,162,466,40,668,0.24251497005988000,0.24251497005988000
2007-03-18,2007,3,153,437,42,632,0.24208860759493700,0.24208860759493700
2007-03-19,2007,3,174,532,72,778,0.2236503856041130,0.2236503856041130
2007-03-20,2007,3,382,883,78,1343,0.2844378257632170,0.2844378257632170
2007-03-21,2007,3,393,965,65,1423,0.27617709065354900,0.27617709065354900
2007-03-22,2007,3,358,987,85,1430,0.25034965034965000,0.25034965034965000
2007-03-23,2007,3,320,937,93,1350,0.23703703703703700,0.23703703703703700
2007-03-24,2007,3,283,734,70,1087,0.26034958601655900,0.26034958601655900
2007-03-25,2007,3,172,564,53,789,0.21799746514575400,0.21799746514575400
2007-03-26,2007,3,247,668,67,982,0.2515274949083500,0.2515274949083500
2007-03-27,2007,3,331,863,88,1282,0.2581903276131050,0.2581903276131050
2007-03-28,2007,3,401,984,92,1477,0.27149627623561300,0.27149627623561300
